colorIdentity,types,convertedManaCost,rarity,flavorText,sentiment,intensity
Black,Creature,7.0,rare,"Gods can be appeased. Demons, however . . .",0.2263,0.2263
Blue,Creature,4.0,common,Going down with the ship is just the beginning.,0.0,0.0
Red,Sorcery,3.0,common,Going to a Rakdos show is dangerous. Trying to leave early can be fatal.,-0.7783,0.7783
Black,Creature,4.0,uncommon,"Gold coin, battered helmet, broken wrist bone—all have the same value in the eyes of a harpy.",-0.1779,0.1779
Green,Sorcery,5.0,rare,"Golgari crops bloom in strange soil, touched only by long-traveled light.",-0.2023,0.2023
White,Creature,5.0,common,Good at carrying things. Really good at knocking them down.,0.7264,0.7264
White,Creature,5.0,rare,"Good bodyguards are hard to find, mainly because they don't live long.",0.3612,0.3612
Blue,Creature,2.0,uncommon,Good books make you savor each word.,0.4404,0.4404
White,Enchantment,3.0,uncommon,Good health beckons many a vigorous follower.,0.4404,0.4404
Black,Instant,2.0,rare,Good help is hard to dig up.,0.6369,0.6369
Blue,Instant,2.0,common,Good riddance.,0.4404,0.4404
White,Instant,2.0,common,Good strategists seize opportunities. Great strategists make their own.,0.8625,0.8625
Black,Sorcery,10.0,uncommon,"Got a diving lesson —Sultai expression meaning ""was fed to the crocodiles""",0.0772,0.0772
White,Enchantment,2.0,common,"Grace is a gift, never a reward.",0.4023,0.4023
White,Enchantment,4.0,uncommon,Grace repels darkness.,0.2023,0.2023
Red,Creature,4.0,common,"Graffiti of the ""leaking spire""",0.0,0.0
Red,Creature,2.0,uncommon,"Grand Warlord Radha's challengers are always defeated, but she rewards the most passionate with the Flame of Keld. After that, they burn for her.",0.8844,0.8844
Red,Creature,3.0,common,"Grapplers hunt in packs, driving their victims over steep mountain cliffs.",-0.3182,0.3182
Black,Instant,1.0,common,Grave robbers digging down cautiously listen for anything digging up.,-0.3818,0.3818
Green,Enchantment,2.0,common,Gravity is truly what you make of it.,0.4404,0.4404
White,Land,0.0,common,Great Wall of China,0.6249,0.6249
Red,Sorcery,1.0,common,Great generals inspire by example. Goblin chieftains inspire by electrifying the barracks.,0.91,0.91
Green,Creature,3.0,mythic,Great hero or grand betrayer? The truth of Ezuri's legacy is clouded by the fog of legend.,0.9153,0.9153
Black,Creature,2.0,rare,"Greatness, at any cost.",0.0,0.0
Black,Creature,5.0,uncommon,Greed and gluttony led him to death. Now they are his greatest assets.,-0.1779,0.1779
Black,Enchantment,2.0,common,Greel's grin is far less loathsome than his touch.,0.4767,0.4767
White,Creature,1.0,uncommon,"Grelden knelt and felt the cool, dry hand of the priest on his brow. Hours later, when his wits returned, he was covered in his enemies' blood on the field of victory.",0.3182,0.3182
Green,Instant,2.0,common,Gremil finally felt in touch with nature—and felt a need to share the experience with others.,0.296,0.296
Red,Sorcery,2.0,common,Gremlins are loyal to nothing but their next meal.,0.2617,0.2617
Red,Instant,2.0,uncommon,Gremlins can change from pest to problem to plague in the span of a moment.,-0.4019,0.4019
White,Creature,2.0,rare,"Gremlins in the wild feed on nodules of pure aether, which are also prized by miners.",0.5267,0.5267
Black,Instant,2.0,rare,"Greven il-Vec lifted Vhati off his feet. ""The fall will give you time to think on your failure.""",0.0,0.0
White,Creature,3.0,common,Grief is a crucible where resolve is tempered.,-0.1531,0.1531
Black,Enchantment,2.0,uncommon,Grief is a razor that slices the soul.,-0.4939,0.4939
Black,Creature,3.0,common,Grieve for the soul in death dishonored. —Shadow Guild saying,-0.7579,0.7579
Black,Creature,3.0,uncommon,"Grixis is a world where the only things found in abundance are death and decay. Corpses, whole or in part, are the standard currency among necromancers and demons.",-0.765,0.765
Red,Instant,2.0,common,"Gron's mind reeled with possibilities, most of which are best left unmentioned.",0.6369,0.6369
Blue,Creature,7.0,rare,"Ground bones, broken glass, and splintered shipwrecks make up the sands of his shores.",-0.4767,0.4767
Green,Sorcery,6.0,uncommon,"Ground into the footprints of the ravaging herd were clumps of salt from Benalia, moss from Llanowar, dust from Hurloon, and ash from as far as Urborg.",0.0,0.0
Green,Instant,5.0,uncommon,Growth has no limits.,0.1027,0.1027
Red,Sorcery,4.0,common,"Gruul oracles see omens in all forms of destruction: the entrails of maaka's prey, the flight of vultures over a battlefield, the scattering of toppled stone.",-0.8225,0.8225
Green,Instant,2.0,uncommon,Gruul warriors never need to be stirred to battle. They need only to be shown where the battle is.,-0.6369,0.6369
Blue,Instant,2.0,common,"Gryffid found his way home and resumed life as best he could, constantly hiding his newfound fear of clouds.",-0.0516,0.0516
Blue,Instant,2.0,common,"Gryffid scowled at the sky. A perfect day for the hunt tainted by clouds. He wished them gone. High above, the clouds looked down, scowled, and made a wish of their own.",0.7506,0.7506
Blue,Creature,3.0,common,Guarding the ship is the Thornwinds' first concern. Getting along with the locals ranks fourth or fifth at best.,0.6369,0.6369
Black,Creature,5.0,common,"Guilds often exterminate those who saw or knew too much. Some vindictive souls retain their knowledge, using it in the afterlife to crush the guilded and the vile bargain that gives them power.",-0.5994,0.5994
Black,Creature,3.0,uncommon,Guttering cinders stoke their dying flames by snuffing out the lights of others.,0.0,0.0
Red,Instant,6.0,uncommon,"Gyara Spearhurler would have been renowned for her deadly accuracy, if it weren't for her deadly accuracy.",0.0,0.0
Red,Creature,5.0,common,"Had Gerrard realized he'd end up fighting against them, he might not have trained them so well.",0.0622,0.0622
Black,Creature,5.0,rare,Half a brain rules the mindless.,-0.4404,0.4404
Red,Creature,6.0,mythic,"Half the size, double the mayhem.",0.0,0.0
White,Creature,5.0,uncommon,Hands weave life and death; Intertwining spirits knit Tapestries and shrouds.,-0.5994,0.5994
Black,Creature,5.0,rare,"Hanging on the walls of his lair, the fallen halos cast his depravity in everlasting light.",-0.3612,0.3612
Green,Enchantment,1.0,rare,Hanna was astounded. Mirri read every leaf and wisp of breeze like a book of ancient lore.,0.6486,0.6486
White,Creature,3.0,uncommon,"Hanna: ""We must learn how they protect each other.""",0.3818,0.3818
Green,Enchantment,2.0,uncommon,"Harbin's ornithopter had been trapped for two days within the currents of the storm. When the skies cleared, all he could see was a horizon of trees.",-0.4588,0.4588
Red,Creature,1.0,common,Hard as stone and twice as stubborn. —Dwarven compliment,0.0,0.0
Green,Creature,1.0,common,"Hardened by their life in the haunted Llanowar Forest, these fierce beings are outcasts among elvenkind.",-0.4767,0.4767
Green,Creature,7.0,uncommon,"Harthag gave a jolly laugh as he surveyed the army before him. ""Ho ho ho! Midgets! You think you can stand in my way?""",0.8168,0.8168
Black,Creature,6.0,mythic,Hate is an everlasting wellspring from which it is eternally sustained.,-0.296,0.296
Black,Creature,7.0,rare,"Hatred is a potent ally, but an insatiable master.",-0.3818,0.3818
Green,Enchantment,1.0,uncommon,Hatred outlives the hateful.,-0.8126,0.8126
Green,Creature,5.0,common,"Haunting cries we hear in our dreams As the forest dies, a death from machines.",-0.7184,0.7184
Black,Enchantment,1.0,rare,Have you ever noticed how some flavor text has no relevance whatsoever to the card it's on?,-0.296,0.296
Red,Creature,6.0,uncommon,"Having charted their way up the difficult face, the two mountaineers had to contend with the mountain's decision to stand up.",-0.3182,0.3182
White,Enchantment,2.0,common,"Having conquered the Bastion of Suns, the Ota took its light for their own.",0.0,0.0
Black,Instant,2.0,uncommon,Having flesh is increasingly a liability on Mirrodin.,-0.2023,0.2023
Blue,Enchantment,2.0,common,"Having gone to the trouble of stealing a bident from a god on another world, Kiora was eager to test its capabilities.",-0.4215,0.4215
Red,Enchantment,4.0,uncommon,"Having infiltrated the Lunarch Council, the Skirsdag await the perfect moment to strike.",0.5574,0.5574
Red,Creature,2.0,uncommon,"Having lost their minds, they now want yours.",-0.25,0.25
Green,Creature,4.0,uncommon,"Having no interest in the greater conflict, the trolls continue to prey upon whatever wanders into their domain.",0.25,0.25
Red,Enchantment,3.0,rare,Hazoret's gift is bestowed only once.,0.4404,0.4404
Green,Creature,7.0,uncommon,He and his pack sing the same mournful song to the moon.,-0.3818,0.3818
Blue,Creature,7.0,mythic,"He answers questions as readily as he asks them, but his answer is always ""no.""",0.0,0.0
Green,Instant,2.0,common,He ate them out of house and home and shed and barn and flock and herd.,0.0,0.0
Blue,Creature,2.0,uncommon,He brews trouble.,-0.4019,0.4019
Blue,Creature,1.0,uncommon,"He calls a riddle through the gaps of cloven clouds, hoping for an answer.",0.4215,0.4215
Green,Creature,3.0,uncommon,He calls on the forests for counsel and summons the earth to his cause.,0.0,0.0
White,Creature,4.0,uncommon,He can calculate interest to six decimal places even in the midst of a deadly duel.,0.4588,0.4588
Green,Creature,2.0,rare,He can deny his true nature for only so long.,0.1027,0.1027
Blue,Sorcery,3.0,uncommon,He can drown you in his eyes.,-0.5719,0.5719
Red,Creature,3.0,uncommon,He can't outrun what he is.,0.0,0.0
Red,Creature,5.0,uncommon,He cares not for the disasters his storm brings as long as his path ahead is clear.,0.8188,0.8188
Black,Creature,4.0,rare,"He climbs a staircase of falling souls, fighting the continuous pull of the void.",-0.4767,0.4767
Red,Creature,6.0,rare,"He collects the precious metals, and then converts the rest to propellant.",0.5719,0.5719
Green,Creature,5.0,uncommon,"He combs the streets looking for the lost light, the discarded enigmas of the city.",-0.5719,0.5719
Black,Creature,3.0,rare,He controlled the zombies even before his own death; now nothing can make them betray him.,-0.8442,0.8442
White,Instant,3.0,common,"He could find no strength left to budge, no power left to fight, no will left to live. Luckily, they could find him.",-0.1779,0.1779
Black,Enchantment,6.0,rare,He craves only one commodity.,0.0,0.0
White,Enchantment,1.0,rare,"He cursed the wind. He cursed the cold. But by stepping on the ice, he cursed himself.",0.0,0.0
Red,Creature,4.0,common,"He didn't have a word for ""home,""",0.0,0.0
Green,Creature,6.0,uncommon,He didn't hear the cries of the treefolk whose branches he snapped or of the elves caught underfoot. He had eyes only for the path ahead.,0.3089,0.3089
Green,Creature,3.0,common,"He digs his roots into barren ground, searching for old seeds that never had the chance to sprout.",-0.1877,0.1877
Red,Creature,3.0,rare,He does not tolerate intruders.,0.0,0.0
Red,Creature,2.0,common,He doesn't care whether he's rioting about trade rights or just having a drunken brawl. He wakes up every morning eager to smash some heads.,-0.033,0.033
Red,Creature,7.0,uncommon,He doesn't hate small folk. He just likes the squishing sound they make.,0.7002,0.7002
Red,Creature,4.0,uncommon,He doesn't have to be smart—his masters only ever give him one command.,0.0,0.0
White,Creature,6.0,rare,"He doesn't know why the Cho-Arrim fight the Mercadians, but he's happy to bash heads for them anyway.",0.6428,0.6428
Red,Creature,3.0,rare,He doesn't slow until his spear is weighted with corpses.,0.0,0.0
White,Creature,3.0,uncommon,He draws strength from a vast source few mortals can fathom. Designed by Isaiah Cartwright,0.4939,0.4939
Green,Creature,4.0,uncommon,He endures the pain of remembering Krosa as it once was and hopes that a future generation will have need of his memories.,-0.128,0.128
Black,Creature,3.0,uncommon,"He enjoys his work, for he sees only the worst Abzan criminals: those who betray their own kin.",-0.8658,0.8658
White,Creature,1.0,common,He ensures escape attempts are just that—attempts.,0.1779,0.1779
Green,Creature,2.0,common,He exercises his right to bear arms.,0.0,0.0
Red,Creature,4.0,common,He experiences every emotion with passion and repays every slight with vengeance.,0.4588,0.4588
Blue,Creature,4.0,common,"He fancies himself a master thief, claiming to ""steal the ground""",-0.765,0.765
Red,Creature,3.0,common,He fashions stirring words with as much passion as a smith fashioning a warhammer.,0.4588,0.4588
White,Creature,1.0,common,"He ferried weapons, spells, exotic animals—but his most dangerous cargo was the truth.",-0.6115,0.6115
Red,Creature,2.0,common,He gets paid by the axe.,-0.1027,0.1027
Red,Creature,5.0,common,He gets to the point right away.,0.0,0.0
Blue,Creature,4.0,common,He gives credit where credit isn't due.,0.6369,0.6369
Blue,Creature,5.0,rare,"He grants endless wishes, as long as you always wish for a blade.",0.6369,0.6369
Blue,Creature,6.0,rare,He has journeyed where none have been before. Now he returns to ensure that none follow.,0.3818,0.3818
Red,Creature,1.0,common,He has nothing left but his resentment.,-0.5927,0.5927
Black,Creature,2.0,common,"He has slain a dozen witches, luring each with a promise of fresh children's bones.",0.5574,0.5574
White,Creature,3.0,common,He has spent years training his eyes and ears to detect the subtle signs of a dragon's approach.,0.0,0.0
Red,Creature,3.0,common,"He has the biggest bashing stick, so it's a safe bet he's the leader.",0.4902,0.4902
Red,Creature,3.0,uncommon,"He has the weapons, he has the connections, and he knows the hangar's dark secret.",-0.4404,0.4404
Green,Creature,3.0,uncommon,He hates company . . .,-0.4404,0.4404
Black,Creature,2.0,rare,He holds the keys to a tombful of incarcerated secrets.,0.0,0.0
Black,Creature,4.0,rare,He hunts what might have been.,0.0,0.0
White,Creature,3.0,rare,He is the only one who sees the patterns in the overlapping maps and conflicting reports.,-0.4019,0.4019
Red,Creature,3.0,common,He just likes to break legs. Collecting the debt is a bonus.,0.5859,0.5859
